imgID,annID,scID,scale,newWidth,newHeight,pos_label,neg_label
205677,1154090,316008,0.10961596,34,52,[],"[[415, 306], [173, 224], [614, 336], [430, 156], [119, 323], [321, 427], [23, 133]]"
27433,596564,296832,0.362971197,133,154,[],"[[482, 90], [336, 320]]"
433984,1955649,192357,0.906862619,580,340,[],"[[294, 251], [333, 194], [345, 232], [307, 201], [311, 248]]"
164435,80297,395965,0.220238377,34,105,"[[342, 402]]","[[173, 157], [517, 93], [387, 79], [601, 290], [619, 305]]"
955,1445776,84046,0.110070267,67,52,[],"[[221, 120], [197, 361], [150, 183], [341, 279]]"
282336,23749,181852,0.906862619,335,399,[],"[[308, 234], [236, 205], [305, 207], [355, 214], [234, 222], [254, 231], [196, 215]]"
24396,151077,380820,0.361401717,231,156,[],"[[460, 219]]"
4624,64161,458705,0.275578984,139,117,"[[104, 299]]","[[563, 62], [209, 228]]"
112069,1932022,222964,0.323599735,144,155,"[[550, 353]]","[[444, 272], [276, 242], [111, 264], [268, 174], [91, 401], [533, 113]]"
215243,56732,245746,0.216774796,83,89,"[[517, 50], [444, 305], [310, 65], [177, 44]]","[[428, 155], [345, 174], [212, 290], [65, 154], [262, 308]]"
89520,104148,278411,0.127454473,49,54,[],"[[324, 56], [565, 157], [343, 216]]"
296755,1197638,525021,0.150437982,86,64,[],"[[159, 361], [416, 310], [291, 150], [103, 146], [84, 199], [497, 132], [298, 335]]"
128398,1867005,191706,0.733162893,214,469,"[[235, 361], [372, 334]]","[[339, 287]]"
90501,573799,407845,0.481539103,198,160,"[[269, 239]]","[[129, 215], [363, 192]]"
131621,577388,577213,0.7207216,197,307,"[[328, 253], [287, 266]]","[[243, 196], [278, 178], [231, 190], [114, 176], [206, 198]]"
100978,244399,557343,0.785150256,477,334,[],"[[246, 212], [256, 170], [356, 213], [304, 235], [366, 180], [308, 173], [336, 205]]"
270515,1447091,77931,0.111653277,30,53,[],"[[586, 262], [65, 341], [62, 309], [339, 373], [419, 208], [284, 36]]"
36260,1072803,205572,0.562580069,360,206,"[[279, 195], [279, 309], [208, 364], [378, 317], [405, 265], [197, 263]]",[]
269871,54028,436511,0.501860119,206,212,"[[205, 315], [278, 265], [311, 270]]","[[293, 150], [122, 166], [198, 198], [316, 235], [124, 244], [180, 122]]"
260,1444991,8086,0.505399718,215,306,[],"[[253, 350], [198, 370], [219, 438], [317, 420], [168, 476]]"
57381,149300,198947,0.225495329,108,69,[],"[[225, 549], [388, 179], [280, 228], [337, 250], [417, 507], [212, 69], [149, 421], [80, 306]]"
154621,1047711,447378,0.295814199,146,141,"[[523, 229], [185, 225], [225, 372]]","[[138, 117]]"
415670,1054997,420713,0.114792299,55,24,"[[400, 428], [211, 307]]","[[101, 510], [83, 49], [280, 125]]"
304833,580137,86442,0.597393199,248,255,[],"[[268, 194], [349, 145]]"
466967,1105844,464494,0.111078468,33,53,[],"[[20, 220], [318, 200], [347, 166], [525, 233]]"
32416,1633251,2434,0.216360755,39,103,[],"[[177, 225], [36, 158], [194, 308], [341, 298], [563, 428], [571, 98]]"
110030,311035,84040,0.50358304,257,241,"[[502, 251], [377, 146], [353, 274], [505, 348]]",[]
79472,1098614,522782,0.58217846,281,279,[],"[[189, 183], [323, 287], [276, 178], [249, 263], [245, 326], [328, 207]]"
36260,1072803,421639,0.562580069,360,206,"[[273, 193], [393, 277], [318, 196], [253, 305], [293, 321]]",[]
263440,1735423,276853,0.68560354,187,292,[],"[[539, 204], [385, 157]]"
51369,10899,493769,0.262697084,118,126,[],"[[117, 205], [328, 264], [195, 124]]"
304815,1104816,82273,0.111078468,71,48,"[[285, 389]]","[[196, 276], [79, 81], [251, 292]]"
127671,350489,517758,0.785150256,373,283,[],"[[217, 184], [275, 163], [312, 169], [218, 145], [338, 195]]"
336511,368415,307161,0.197186657,98,52,[],"[[76, 329], [317, 182], [130, 120], [406, 128], [217, 127], [52, 240], [450, 308]]"
19338,61296,412922,0.549054495,167,263,[],"[[266, 148]]"
279169,1551064,210333,0.201911733,129,77,[],"[[382, 151], [207, 120], [514, 136], [95, 358], [509, 154], [140, 220], [275, 188], [411, 333]]"
106150,1055914,233840,0.745890625,202,279,"[[272, 159], [216, 225], [359, 190], [166, 170], [166, 214]]",[]
116279,156687,28607,0.291235262,68,90,"[[234, 104], [492, 120], [421, 102]]",[]
130269,1044544,500110,0.540406768,168,230,"[[520, 296], [242, 300], [179, 302], [501, 246]]",[]
95161,1606841,126097,0.20019417,128,27,[],"[[265, 82], [379, 148], [487, 396], [407, 325], [350, 94], [151, 404], [530, 145], [285, 387], [447, 83], [190, 16], [485, 169], [569, 239], [183, 160], [195, 167], [252, 305], [161, 96], [132, 300], [389, 148]]"
356478,585074,62220,0.197521641,98,84,"[[82, 135]]","[[317, 230], [539, 214], [572, 122], [142, 313], [115, 187]]"
290942,1048939,200862,0.201911733,61,86,"[[322, 281]]",[]
37968,397046,143870,0.799276624,511,257,"[[333, 265], [316, 338], [282, 281], [356, 290]]",[]
243136,1078178,282978,0.334435901,153,214,"[[366, 308], [357, 168], [280, 186]]",[]
260099,1956112,135237,0.337587833,145,143,[],"[[136, 161], [78, 345], [142, 251]]"
31678,64734,412922,0.277649447,96,133,"[[308, 411], [52, 323], [504, 400]]","[[186, 75], [153, 209]]"
394501,184989,288579,0.489498064,77,209,"[[599, 208]]","[[333, 306]]"
135578,1543954,271888,0.163997481,47,69,[],"[[295, 127], [180, 374], [41, 229], [464, 321], [356, 198], [364, 342], [436, 208], [123, 95], [457, 76]]"
97951,152997,354929,0.68275468,306,290,"[[469, 275], [154, 193], [317, 272], [199, 155], [446, 242], [262, 235], [285, 225], [217, 268], [271, 248], [290, 182], [204, 225]]","[[444, 218], [475, 207]]"
401528,1671808,339796,0.45007341,162,191,[],"[[252, 222], [400, 307], [218, 183], [148, 317], [300, 308]]"
215582,89407,183163,0.134333171,16,57,[],"[[182, 57], [400, 127], [482, 186], [271, 159], [552, 396], [14, 178], [451, 134]]"
52440,1445805,237655,0.505399718,233,203,[],"[[304, 265], [234, 248]]"
525236,436165,232114,0.223865545,94,143,[],"[[411, 198], [348, 400], [170, 104], [242, 356]]"
146656,1358080,255214,0.459674595,294,219,"[[384, 363], [197, 336]]","[[288, 122], [195, 196], [476, 246]]"
22420,1143819,440455,0.148291286,50,63,[],"[[388, 334], [413, 62], [405, 250], [379, 210]]"
286874,581844,553034,0.471485658,274,226,"[[138, 363], [455, 332], [350, 262]]","[[488, 208], [188, 164], [384, 127]]"
378198,127097,90307,0.763707662,272,330,[],"[[451, 190], [481, 206], [361, 196], [304, 218], [300, 240]]"
90569,663682,212261,0.515064553,161,329,[],"[[282, 373], [222, 363], [347, 466]]"
378096,664376,168173,0.354950953,47,151,"[[194, 282]]","[[442, 190], [597, 148], [174, 207], [514, 265], [359, 142]]"
73898,2190788,384507,0.132941415,66,19,"[[371, 153], [186, 161]]","[[41, 80], [207, 95]]"
172051,1061257,431553,0.367350082,126,176,"[[314, 267], [361, 154], [474, 275], [132, 132], [107, 285], [109, 370], [555, 369], [522, 154]]",[]
548906,703580,330040,0.380717964,243,53,"[[338, 113], [447, 80], [282, 308], [180, 307], [123, 576]]",[]
82705,1107911,305422,0.551825381,353,101,[],"[[234, 403], [252, 251], [301, 341], [388, 370]]"
290600,126062,82338,0.452582777,118,217,"[[446, 336], [251, 291]]","[[199, 162], [78, 244], [482, 250]]"
102004,1610456,126097,0.337587833,155,143,"[[538, 267]]","[[115, 84], [375, 335], [538, 101], [334, 193], [431, 244], [254, 88], [105, 297], [167, 245]]"
152070,1632434,2434,0.834027778,91,400,[],"[[536, 255], [590, 252], [564, 219]]"
23251,1533033,558771,0.833735235,386,356,"[[351, 201], [337, 212], [349, 218]]",[]
189813,1106885,267555,0.2306521,115,49,[],"[[183, 46]]"
160163,578100,289754,0.237620423,101,32,[],"[[52, 37], [260, 349], [376, 197], [364, 403], [296, 430], [183, 429], [58, 267], [152, 463], [255, 41]]"
31636,1041317,162322,0.457138219,292,188,[],"[[466, 171], [405, 370], [149, 316], [150, 95], [253, 261], [321, 126], [306, 250], [349, 311]]"
368706,1106882,498665,0.111078468,71,37,[],"[[357, 223]]"
524702,1234788,352248,0.223865545,40,111,"[[254, 218], [125, 204], [204, 200]]","[[207, 335], [129, 373], [353, 82], [147, 65]]"
113205,1116681,235537,0.367482667,235,138,[],"[[130, 337], [308, 368], [169, 257], [465, 325]]"
229564,398999,166057,0.611389954,205,228,"[[153, 228], [215, 277], [177, 351]]","[[211, 190]]"
386164,704992,175353,0.163493372,78,13,"[[276, 303], [296, 465], [411, 313], [348, 86], [97, 502]]","[[167, 113]]"
37968,397046,288021,0.792585735,507,255,[],"[[269, 307], [368, 247], [281, 270]]"
328217,1116554,211850,0.367482667,109,176,"[[255, 275], [67, 250], [272, 314], [139, 365]]","[[147, 101], [325, 183], [505, 226], [467, 160]]"
330173,700951,558771,0.096124754,61,20,"[[89, 49], [325, 24], [141, 239], [472, 19]]",[]
164521,399038,524450,0.792585735,507,280,[],"[[261, 228], [357, 150], [334, 224], [310, 245]]"
772,60987,126432,0.277649447,118,91,[],"[[152, 272], [252, 299]]"
475893,26020,306703,0.906862619,428,580,[],"[[252, 322], [214, 306], [235, 291], [226, 342], [260, 290], [224, 311], [248, 324]]"
394790,1221559,288579,0.489498064,66,209,"[[597, 177]]","[[315, 303]]"
1888,1047951,210333,0.201911733,96,86,[],"[[53, 100], [219, 347], [270, 308], [320, 215], [302, 59]]"
413668,1106900,529383,0.501168663,295,229,[],"[[214, 191], [410, 223], [278, 146], [420, 133], [158, 147], [383, 272]]"
115356,1823340,387056,0.362971197,99,154,"[[313, 192], [226, 321], [221, 217], [549, 303], [146, 308], [320, 283]]","[[531, 191], [481, 204], [314, 104]]"
139953,705289,496261,0.096124754,45,42,"[[169, 464], [36, 273], [449, 433], [224, 506], [244, 216], [89, 172], [346, 427], [42, 606], [103, 387], [433, 346], [295, 287]]","[[320, 282], [448, 197]]"
35395,1053379,344763,0.121200832,57,51,[],"[[316, 225], [274, 303], [178, 134], [151, 215], [466, 295], [408, 150], [527, 252], [469, 96]]"
46002,1103902,429309,0.203904485,87,60,[],"[[62, 308], [160, 153], [299, 377], [45, 86], [313, 173], [72, 418]]"
3389,36869,118379,0.149443292,59,71,"[[239, 251], [42, 329], [512, 433]]","[[89, 42], [484, 142]]"
97411,1077959,142177,0.851967005,355,408,"[[235, 254], [215, 225], [209, 236]]",[]
202755,1048021,288836,0.634996289,303,304,"[[208, 211], [153, 189]]",[]
175469,175399,386819,0.525138001,321,294,"[[357, 354], [322, 372], [196, 410], [358, 421]]",[]
79465,100108,568041,0.323599735,97,155,[],"[[588, 266], [505, 347], [231, 319]]"
387,1977657,43306,0.387932596,193,86,[],"[[314, 56], [341, 226], [178, 169], [106, 47]]"
131115,1712347,272940,0.332130444,90,141,"[[386, 219]]","[[289, 341], [99, 282], [80, 78], [143, 170], [500, 85], [566, 307]]"
153047,599976,387056,0.13673486,53,58,[],"[[492, 190], [328, 295], [432, 130], [70, 353], [342, 47], [60, 99], [456, 308], [219, 245]]"
146656,1358080,267224,0.459674595,294,219,[],"[[278, 139], [324, 262], [405, 212], [193, 283]]"
117379,601131,120858,0.362971197,184,174,"[[538, 356], [164, 358]]","[[129, 136], [539, 191], [339, 120], [464, 177], [207, 185], [322, 215], [457, 161], [281, 224], [315, 186], [244, 255]]"
43375,693494,168754,0.279079458,118,57,[],"[[110, 518], [91, 62], [363, 591], [339, 200], [223, 100]]"
544831,1142450,440455,0.561489911,340,238,[],"[[215, 276], [452, 178], [291, 241], [458, 285], [308, 253]]"
114108,1074668,235564,0.407438659,260,132,"[[332, 140], [355, 168]]",[]
131419,1053450,420713,0.114792299,55,50,"[[179, 592], [119, 274]]","[[211, 42], [326, 112], [46, 495], [162, 86]]"
215062,1561987,552066,0.150008239,96,68,"[[374, 253]]","[[142, 97]]"
356948,1975054,235537,0.169575572,108,42,[],"[[60, 354], [276, 445]]"
142484,48564,60167,0.197186657,84,36,[],"[[201, 396], [108, 301]]"
100187,1941815,531622,0.127454473,47,54,[],"[[523, 150], [463, 270], [58, 231], [522, 336]]"
61938,166302,223574,0.19061849,66,91,[],"[[469, 275], [300, 94], [500, 49], [134, 102], [455, 405], [264, 392], [262, 211], [40, 184]]"
158250,38800,441646,0.149443292,56,95,"[[194, 557]]","[[349, 486], [169, 432], [72, 457], [132, 467]]"
401802,661854,168173,0.182916285,20,77,"[[244, 386]]","[[419, 96], [53, 281], [61, 124], [459, 152], [473, 172], [259, 44], [592, 209], [525, 279], [121, 105], [17, 231]]"
132272,672975,298672,0.755898438,265,483,[],"[[203, 255]]"
521222,1113276,396765,0.103543214,66,19,"[[218, 451], [361, 312]]","[[448, 144], [96, 210], [142, 87]]"
1888,1047951,289333,0.455177746,243,218,"[[249, 242], [231, 302], [353, 299]]",[]
230931,396736,280733,0.799276624,511,264,"[[343, 224], [349, 278], [281, 294], [318, 240], [330, 290], [284, 199]]","[[283, 167], [324, 167]]"
222015,707557,330040,0.380717964,243,151,"[[166, 426], [156, 309]]",[]
304099,1186516,140180,0.187695861,120,73,"[[457, 303]]","[[306, 335], [213, 237], [280, 49], [149, 300], [62, 85], [430, 210]]"
68084,322379,243967,0.387932596,193,55,"[[311, 237], [110, 316], [199, 213]]","[[140, 208], [214, 27]]"
151387,695320,247333,0.429262483,160,72,"[[238, 459], [191, 451]]","[[176, 55]]"
477115,1152687,406093,0.10961596,46,58,[],"[[156, 261], [282, 175], [109, 258]]"
65329,1097790,145841,0.203904485,130,94,"[[215, 294]]","[[441, 431], [387, 421]]"
107511,598848,306383,0.362971197,112,154,"[[223, 293], [404, 260], [389, 247]]","[[241, 123]]"
107548,1379837,412373,0.330893515,211,72,[],"[[128, 309], [322, 253], [419, 235], [446, 423], [108, 202]]"
441738,1973553,178980,0.834027778,98,400,[],"[[584, 214], [138, 255], [89, 245], [587, 268], [556, 244]]"
28728,1916051,534203,0.560062118,202,238,"[[175, 304], [356, 303], [328, 231], [201, 224]]",[]
576939,1672830,156066,0.148097392,94,40,"[[266, 220], [204, 168]]",[]
393837,465662,237587,0.489498064,209,197,"[[107, 496]]",[]
23363,1053620,411703,0.374748063,181,179,"[[226, 230], [318, 261]]",[]
412464,1497985,168173,0.515064553,162,219,[],"[[402, 199], [83, 198], [550, 297], [398, 296]]"
97411,1077959,288836,0.407438659,169,195,"[[366, 267], [499, 267], [227, 330], [110, 198], [504, 161], [120, 156], [376, 320]]",[]
231732,85237,229401,0.38639651,164,247,[],"[[272, 348], [281, 244], [213, 493], [390, 318], [203, 464], [425, 500], [161, 291]]"
427679,177962,302318,0.330893515,165,29,[],"[[298, 347], [191, 41], [124, 194]]"
166742,1047721,289333,0.295814199,131,141,"[[306, 316], [262, 289]]",[]
62549,38408,356007,0.250019373,102,160,"[[139, 506], [370, 537], [318, 544], [262, 543]]","[[317, 183], [212, 252], [296, 260]]"
22440,1350666,472250,0.360115458,172,77,[],"[[261, 567], [148, 279], [145, 442], [203, 52], [351, 348], [246, 335], [201, 324], [294, 459], [183, 367], [170, 84], [343, 501]]"
22112,24275,518180,0.337587833,169,144,[],"[[357, 202]]"
328217,1116554,450777,0.169575572,39,63,[],"[[451, 311], [173, 124], [295, 202], [440, 135]]"
42196,160384,433136,0.18019981,76,23,[],"[[290, 518], [234, 588]]"
40304,1101672,371137,0.203904485,97,81,"[[310, 573]]","[[48, 125], [418, 295], [217, 517], [208, 180], [418, 110]]"
154621,1047711,210333,0.634996289,279,271,[],"[[355, 260], [393, 170], [142, 140]]"
2444,54226,38552,0.347353497,222,156,[],"[[213, 348]]"
359439,2216671,175353,0.247372473,118,16,"[[317, 542], [380, 177], [179, 479], [196, 462], [147, 319], [351, 239]]","[[123, 72], [257, 34]]"
58123,365628,387543,0.501240051,320,100,[],"[[269, 401], [173, 195], [432, 418], [441, 67]]"
367271,1158732,245922,0.316388866,148,151,"[[440, 308], [161, 360], [441, 164], [192, 110], [377, 197]]",[]
250192,581568,553034,0.597393199,259,287,"[[496, 286], [311, 314], [137, 301], [471, 294], [227, 225], [137, 326]]","[[195, 200], [461, 143], [378, 199], [155, 166], [468, 144], [179, 219]]"
554471,1157834,245922,0.214138716,117,102,"[[211, 218], [496, 137], [346, 265], [581, 428]]",[]
561369,1157686,368764,0.316388866,158,60,"[[272, 49], [160, 52], [258, 270], [181, 260]]","[[166, 235], [211, 202]]"
65490,597202,413543,0.531317651,313,266,"[[287, 331], [404, 361]]","[[355, 253]]"
90239,101090,513766,0.240424012,66,102,"[[383, 324]]","[[424, 196], [67, 163], [41, 78]]"
64249,1414626,387056,0.13673486,20,58,[],"[[149, 389], [345, 201], [193, 60], [580, 102], [578, 190], [115, 201], [611, 297], [341, 333]]"
106484,2385,107729,0.421214343,179,167,"[[277, 532], [112, 420], [221, 479]]",[]
356052,1109124,2434,0.103543214,15,49,[],"[[15, 151], [123, 216], [598, 168], [507, 26]]"
161914,154066,556003,0.834166922,352,292,"[[237, 391], [219, 389]]",[]
13719,24603,339890,0.584454583,96,195,[],"[[168, 114], [381, 187], [388, 194], [267, 99]]"
41561,1145898,418028,0.840610969,391,359,[],"[[260, 421], [196, 449], [224, 400]]"
377394,1185423,422200,0.111653277,71,42,[],"[[221, 46]]"
328217,1116554,211850,0.261149668,77,125,"[[225, 359], [147, 243], [587, 417]]","[[69, 100], [518, 146], [253, 147], [419, 204]]"
79076,709347,194536,0.457138219,279,207,"[[410, 410], [232, 417], [369, 306]]","[[374, 447], [405, 107], [225, 494], [317, 494]]"
431008,1159097,460723,0.500490909,306,205,[],"[[210, 200], [284, 148], [364, 202], [339, 326], [401, 393]]"
524702,1234788,156175,0.68560354,119,329,[],"[[114, 236], [154, 197], [427, 224], [458, 203]]"
74403,1055383,341035,0.367350082,196,176,"[[124, 103], [223, 318], [267, 326]]",[]
113787,39198,345826,0.738249023,245,265,[],"[[181, 173], [171, 184]]"
33850,40020,90989,0.250019373,153,120,[],"[[390, 192], [533, 219]]"
53641,175633,14835,0.525138001,336,249,[],"[[228, 334], [191, 168], [471, 341]]"
27433,596564,296832,0.240115474,88,102,[],"[[315, 282], [531, 237], [275, 256]]"
36124,49214,496628,0.339556741,217,72,"[[222, 426], [373, 419]]","[[198, 113], [397, 133]]"
576736,1155430,277663,0.666232455,274,426,[],"[[207, 391], [189, 336], [237, 240], [257, 419]]"
121152,163499,441292,0.593386249,284,73,[],"[[158, 486], [256, 378], [307, 520], [185, 90], [170, 344], [254, 580]]"
76384,1513517,20702,0.175395111,67,112,"[[352, 484]]","[[112, 448], [270, 569], [381, 290], [445, 230]]"
475893,26020,306703,0.20019417,94,128,"[[216, 570]]","[[377, 261]]"
10432,1904361,285562,0.371546568,185,189,"[[106, 388]]","[[474, 285]]"
459967,707427,330040,0.096124754,61,19,"[[229, 320], [61, 323], [291, 580], [549, 229], [588, 522]]",[]
155793,2219134,371873,0.242360183,155,68,"[[461, 340], [248, 389], [355, 238]]",[]
95161,1606841,215901,0.337587833,216,46,[],"[[463, 216], [504, 71], [467, 356], [303, 463], [277, 290], [261, 482], [290, 185], [186, 145], [199, 471], [139, 324], [159, 76], [221, 469], [210, 244], [342, 113], [409, 96]]"
209728,37849,90989,0.595652164,381,259,[],"[[393, 185], [349, 195], [409, 264], [298, 217], [244, 211], [206, 279], [276, 200]]"
8311,160485,433136,0.173462055,74,25,[],"[[258, 546]]"
164521,399038,44494,0.611389954,293,162,[],"[[156, 382], [205, 235], [219, 541], [297, 163], [287, 350], [245, 361], [249, 145]]"
525580,471097,276853,0.68560354,161,292,"[[287, 231], [240, 230], [486, 277], [324, 256], [303, 270]]","[[441, 225], [475, 169], [378, 183], [512, 211], [428, 254]]"
99030,374861,69428,0.240424012,92,101,"[[274, 333]]","[[552, 259], [187, 202]]"
54683,1570736,205572,0.407438659,260,97,"[[444, 286], [246, 152], [296, 402], [482, 379]]",[]
102974,399327,386032,0.617433955,395,247,"[[367, 252], [316, 297], [224, 251]]",[]
100022,1912392,420713,0.121200832,58,34,[],"[[444, 252], [50, 599], [103, 81], [366, 153], [57, 352], [217, 25]]"
86811,38045,208961,0.390355065,96,173,"[[104, 259], [449, 240], [505, 271], [550, 197], [245, 286], [285, 326], [426, 291]]","[[146, 106], [107, 213]]"
54225,1098441,278121,0.30865883,117,131,"[[445, 352]]","[[128, 248], [570, 209], [106, 88], [536, 92]]"
74938,328561,566325,0.150701226,92,58,"[[551, 448], [237, 59], [445, 271], [187, 421]]","[[483, 109]]"
164420,417772,534034,0.142349613,48,91,"[[289, 494], [40, 590]]","[[226, 295], [264, 412], [213, 194]]"
569024,1105166,368603,0.501168663,320,151,[],"[[337, 436], [261, 445], [477, 224], [296, 391], [379, 350], [212, 398]]"
272510,1115106,450777,0.261149668,130,29,[],"[[366, 285], [211, 52]]"
2089,365667,353358,0.593386249,379,235,"[[355, 266], [407, 310], [227, 294]]","[[440, 221]]"
346752,1914051,131725,0.659009271,253,152,"[[230, 131], [167, 218], [150, 99], [172, 150], [230, 182], [156, 161]]",[]
452618,1873835,293169,0.263450574,92,113,[],"[[470, 159], [566, 183], [169, 143], [53, 255], [238, 199], [561, 311], [185, 301], [298, 120]]"
102400,167795,353358,0.501240051,320,199,"[[350, 309], [421, 302]]",[]
83013,1409292,161569,0.471485658,301,206,"[[418, 331]]",[]
477535,1151605,339796,0.10961596,49,46,[],"[[176, 172]]"
56701,7987,493769,0.421214343,269,154,"[[333, 308]]","[[303, 108], [212, 131]]"
237777,584704,192479,0.471485658,189,226,[],"[[245, 259], [358, 157], [135, 170]]"
220106,153092,354929,0.834166922,485,355,"[[376, 190], [376, 244], [339, 184], [309, 242], [344, 211]]",[]
396536,400062,480929,0.792585735,507,327,"[[314, 233], [295, 248]]","[[285, 214], [310, 219]]"
58930,366088,1799,0.358520263,229,153,"[[286, 236]]","[[136, 200], [221, 179]]"
292690,689171,84040,0.227050013,79,108,"[[244, 373], [133, 248], [152, 335], [563, 318], [268, 114], [449, 261], [435, 114], [278, 194], [223, 170]]",[]
43203,598955,542173,0.240115474,117,115,[],"[[196, 103], [498, 368], [561, 142], [150, 245], [309, 275], [246, 127], [268, 331], [515, 267]]"
9866,1050619,220216,0.114792299,47,47,"[[307, 171], [132, 306], [525, 105], [353, 303]]",[]
14335,1117190,566713,0.261149668,130,52,"[[427, 342]]","[[398, 29], [205, 31]]"
205300,150516,92710,0.68275468,371,291,"[[381, 267]]","[[336, 146], [243, 172], [391, 171], [397, 199]]"
160421,1057336,431553,0.148994221,95,49,"[[405, 272], [546, 392], [554, 102], [212, 297], [391, 349], [198, 336], [484, 295], [302, 150]]",[]
54225,1098441,429309,0.203904485,87,97,"[[320, 261]]","[[238, 152], [332, 454], [102, 365], [152, 130]]"
224476,2135439,203879,0.103543214,58,37,[],"[[611, 81], [268, 103]]"
161914,154066,428788,0.361401717,209,173,"[[268, 325], [485, 377]]","[[491, 232], [255, 156], [263, 223]]"
123229,78245,543026,0.259286825,142,124,"[[383, 309], [410, 218], [237, 260]]","[[196, 407], [473, 169], [506, 369]]"
299649,1796510,19413,0.304005356,194,108,[],"[[124, 291], [501, 211]]"
192236,84475,47952,0.083186075,53,31,[],"[[359, 439], [264, 173], [497, 363], [346, 90], [117, 200], [483, 85], [429, 277]]"
54893,41283,465588,0.250019373,147,100,"[[346, 149], [358, 198], [406, 235]]",[]
96440,1560321,431553,0.148994221,95,68,"[[450, 348], [174, 265], [320, 220], [181, 167], [522, 242], [290, 410], [576, 108], [236, 132], [225, 358]]",[]
6560,159424,28607,0.18019981,93,56,"[[312, 79], [311, 131], [515, 79], [203, 142], [576, 118]]",[]
519838,126487,502632,0.149529612,77,53,[],"[[328, 154]]"
14869,575895,461657,0.237620423,152,89,[],"[[234, 400], [269, 363], [228, 82], [523, 431], [265, 229], [344, 100], [217, 208], [457, 102], [528, 276]]"
394620,502290,46805,0.332130444,212,120,[],"[[496, 201], [499, 231], [501, 92]]"
512625,1606574,215901,0.337587833,216,84,"[[165, 567]]","[[486, 306], [177, 387], [510, 482], [130, 63], [428, 204], [365, 266], [284, 56]]"
168108,1652362,418028,0.230447358,107,74,"[[136, 587], [227, 544]]","[[336, 74], [299, 417], [198, 384], [91, 116]]"
65836,1042313,2989,0.540406768,200,228,"[[153, 224]]",[]
22072,1573868,210856,0.236221275,144,144,"[[91, 264]]","[[208, 168], [307, 108]]"
24815,323497,504271,0.387932596,111,186,[],"[[202, 235], [57, 153], [79, 296]]"
239657,180294,68752,0.132941415,85,27,[],"[[424, 119], [490, 411]]"
35395,1053379,271888,0.177176728,83,75,[],"[[588, 265], [392, 286], [438, 306], [335, 51], [207, 242], [344, 246], [210, 55]]"
238171,1104756,82273,0.111078468,52,53,[],"[[59, 149], [325, 89]]"
349007,702729,175353,0.247372473,118,21,"[[206, 200], [331, 241], [243, 299], [379, 186], [194, 500], [69, 244]]","[[338, 590], [133, 95]]"
20966,72024,37567,0.477523633,264,185,"[[251, 403], [153, 464], [335, 380]]","[[324, 281], [222, 294], [275, 157]]"
190135,312245,421639,0.50358304,195,214,"[[261, 218], [335, 310], [243, 226], [294, 157]]",[]
69526,597678,577065,0.362971197,135,174,"[[73, 202], [189, 355], [413, 358], [551, 278], [381, 357], [332, 217]]","[[235, 134], [84, 152]]"
299987,81157,5352,0.38639651,70,185,[],"[[502, 172], [405, 98]]"
117146,74384,250703,0.649473695,258,276,"[[314, 215], [372, 267], [458, 264], [406, 233]]","[[328, 171]]"
189813,1106885,526360,0.165908306,71,30,"[[236, 393], [380, 372], [236, 550], [337, 467]]","[[309, 137], [213, 174], [119, 196], [125, 333]]"
337403,708843,165684,0.163493372,19,78,"[[52, 41], [244, 179], [605, 122], [85, 204], [589, 193]]",[]
426175,1952320,306703,0.20019417,96,116,[],"[[370, 222], [233, 257], [339, 300], [295, 418], [391, 294]]"
83494,1056410,299039,0.560062118,220,239,"[[272, 145], [466, 125], [447, 285], [279, 203], [173, 173], [326, 271], [517, 182], [240, 208]]",[]
25515,37358,493022,0.149443292,69,63,"[[213, 177]]","[[376, 348], [66, 327]]"
171499,159077,333722,0.291235262,139,41,"[[393, 41], [280, 49], [224, 432], [155, 99], [220, 272]]",[]
189813,1106885,396765,0.23889051,152,65,"[[256, 438], [226, 344]]","[[243, 115]]"
63729,1549909,288836,0.634996289,300,304,"[[386, 318], [152, 239]]",[]
85798,1071358,205572,0.851967005,545,311,"[[361, 302], [310, 307]]",[]
115005,1117974,295317,0.169575572,108,62,"[[139, 328]]","[[170, 280], [244, 449], [340, 108], [409, 65], [546, 336]]"
191962,1050835,289333,0.659009271,328,316,"[[255, 235]]",[]
140347,702359,194536,0.569310764,348,89,"[[255, 382], [436, 408], [313, 242], [280, 411]]","[[401, 137], [294, 112], [234, 160]]"
92957,670108,47952,0.114129684,31,54,[],"[[112, 55], [451, 451], [53, 266]]"
123229,78245,23162,0.397060672,193,169,"[[321, 231], [223, 312], [457, 232], [379, 333], [394, 292]]",[]
348199,1106388,529383,0.165908306,96,75,"[[366, 245], [463, 227], [50, 356], [374, 338], [327, 111], [584, 313]]",[]
147736,1052423,435037,0.374748063,239,149,"[[484, 298], [281, 220], [490, 283], [179, 328], [395, 399], [323, 274], [256, 124], [425, 249], [375, 345]]",[]
35190,1534146,469220,0.314260944,113,36,[],"[[192, 486], [111, 425], [68, 48], [249, 35], [184, 414], [239, 464], [177, 119]]"
378096,664376,293169,0.515064553,70,220,"[[381, 272], [66, 297], [439, 317]]","[[221, 146], [541, 174], [599, 242], [296, 120], [168, 221]]"
305905,1186839,237655,0.505399718,305,198,[],"[[189, 215], [339, 222], [321, 253], [166, 258], [357, 257]]"
132733,4027,493769,0.287928861,103,138,[],"[[477, 186], [107, 104], [451, 148], [407, 174]]"
